Sukuma	Sukuma	sukuma	suk	 
Sumerian	Sumerian	sumérien	sux	 
Sundanese	Sundanese	soundanais	sun	su
Susu	Susu	soussou	sus	 
Swahili	Swahili	swahili	swa	sw
Swati	Swati	swati	ssw	ss
Swedish	Swedish	suédois	swe	sv
Swiss German	Swiss German; Alemannic; Alsatian	suisse alémanique; alémanique; alsacien	gsw	 
Syriac	Syriac	syriaque	syr	 
Tagalog	Tagalog	tagalog	tgl	tl
Tahitian	Tahitian	tahitien	tah	ty
Tai languages	Tai languages	tai, langues	tai	 
Tajik	Tajik	tadjik	tgk	tg
Tamashek	Tamashek	tamacheq	tmh	 
Tamil	Tamil	tamoul	tam	ta
Tatar	Tatar	tatar	tat	tt
Telugu	Telugu	télougou	tel	te
Tereno	Tereno	tereno	ter	 
Tetum	Tetum	tetum	tet	 
Thai	Thai	thaï	tha	th
Tibetan	Tibetan	tibétain	tib/bod	bo
Tigre	Tigre	tigré	tig	 
Tigrinya	Tigrinya	tigrigna	tir	ti
Timne	Timne	temne	tem	 
Tiv	Tiv	tiv	tiv	 
tlhIngan-Hol	Klingon; tlhIngan-Hol	klingon	tlh	 
Tlingit	Tlingit	tlingit	tli	 
Tok Pisin	Tok Pisin	tok pisin	tpi	 
Tokelau	Tokelau	tokelau	tkl	 
Tonga (Nyasa)	Tonga (Nyasa)	tonga (Nyasa)	tog	 
Tonga (Tonga Islands)	Tonga (Tonga Islands)	tongan (Îles Tonga)	ton	to
Tsimshian	Tsimshian	tsimshian	tsi	 
Tsonga	Tsonga	tsonga	tso	ts
Tswana	Tswana	tswana	tsn	tn
Tumbuka	Tumbuka	tumbuka	tum	 
Tupi languages	Tupi languages	tupi, langues	tup	 
Turkish	Turkish	turc	tur	tr
Turkish, Ottoman (1500-1928)	Turkish, Ottoman (1500-1928)	turc ottoman (1500-1928)	ota	 
Turkmen	Turkmen	turkmène	tuk	tk
Tuvalu	Tuvalu	tuvalu	tvl	 
Tuvinian	Tuvinian	touva	tyv	 
Twi	Twi	twi	twi	tw
Udmurt	Udmurt	oudmourte	udm	 
Ugaritic	Ugaritic	ougaritique	uga	 
Uighur	Uighur; Uyghur	ouïgour	uig	ug
Ukrainian	Ukrainian	ukrainien	ukr	uk
Umbundu	Umbundu	umbundu	umb	 
Uncoded languages	Uncoded languages	langues non codées	mis	 
Undetermined	Undetermined	indéterminée	und	 
Upper Sorbian	Upper Sorbian	haut-sorabe	hsb	 
Urdu	Urdu	ourdou	urd	ur
Uyghur	Uighur; Uyghur	ouïgour	uig	ug
Uzbek	Uzbek	ouszbek	uzb	uz
Vai	Vai	vaï	vai	 
Valencian	Catalan; Valencian	catalan; valencien	cat	ca
Venda	Venda	venda	ven	ve
Vietnamese	Vietnamese	vietnamien	vie	vi
Volapük	Volapük	volapük	vol	vo
Votic	Votic	vote	vot	 
Wakashan languages	Wakashan languages	wakashanes, langues	wak	 
Walloon	Walloon	wallon	wln	wa
Waray	Waray	waray	war	 
Washo	Washo	washo	was	 
Welsh	Welsh	gallois	wel/cym	cy
Western Frisian	Western Frisian	frison occidental	fry	fy
Western Pahari languages	Himachali languages; Western Pahari languages	langues himachalis; langues paharis occidentales	him	 
Wolaitta	Wolaitta; Wolaytta	wolaitta; wolaytta	wal	 
Wolaytta	Wolaitta; Wolaytta	wolaitta; wolaytta	wal	 
Wolof	Wolof	wolof	wol	wo
Xhosa	Xhosa	xhosa	xho	xh
Yakut	Yakut	iakoute	sah	 
Yao	Yao	yao	yao	 
Yapese	Yapese	yapois	yap	 
Yiddish	Yiddish	yiddish	yid	yi
Yoruba	Yoruba	yoruba	yor	yo
Yupik languages	Yupik languages	yupik, langues	ypk	 
Zande languages	Zande languages	zandé, langues	znd	 
Zapotec	Zapotec	zapotèque	zap	 
Zaza	Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki	zaza; dimili; dimli; kirdki; kirmanjki; zazaki	zza	 
Zazaki	Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki	zaza; dimili; dimli; kirdki; kirmanjki; zazaki	zza	 
Zenaga	Zenaga	zenaga	zen	 
Zhuang	Zhuang; Chuang	zhuang; chuang	zha	za
Zulu	Zulu	zoulou	zul	zu
Zuni	Zuni	zuni	zun	 
